job_id,provider_id,location_id,service,completion_date,job_cost,distance_miles,response_hours,days_to_complete,quality_score,job_status
J00576,P0221,L063,Pipe Lining,2024-11-26,8557.52,117.1,7,13,4.4,Completed
J00577,P0055,L009,Erosion Control,2025-06-19,7378.06,150.5,43,1,4.7,Completed
J00578,P0234,L019,Vactor / Jet Vac,2024-05-12,5292.52,164.1,18,3,4.5,Completed
J00579,P0248,L065,Vactor / Jet Vac,2025-05-12,3691.47,151.1,46,4,4.4,Completed
J00580,P0198,L042,Vactor / Jet Vac,2026-05-06,3540.25,152.7,14,2,3.9,Completed
J00581,P0191,L012,Emergency Callout,2025-12-19,4850.64,162.9,9,5,3.8,Completed
J00582,P0056,L005,Vactor / Jet Vac,2025-09-12,4155.59,162.0,24,6,4.8,Completed
J00583,P0051,L044,Vactor / Jet Vac,2024-08-01,4321.44,185.9,28,7,3.9,Completed
J00584,P0210,L049,CCTV Inspection,2025-10-16,2388.02,119.2,26,1,3.5,Completed
J00585,P0143,L060,Stormwater Inspection,2026-03-24,1463.29,100.4,14,5,4.6,Completed
J00586,P0171,L071,Pond Maintenance,2026-01-21,6253.2,154.2,30,3,4.1,Completed
J00587,P0215,L059,Pond Maintenance,2024-08-09,6744.04,139.1,18,4,3.9,Rework Required
J00588,P0159,L050,CCTV Inspection,2024-08-24,3218.95,152.1,3,1,4.5,Completed
J00589,P0145,L036,Catch Basin Repair,2025-11-03,4902.73,141.0,16,11,4.0,Completed
J00590,P0004,L023,Pipe Lining,2025-07-25,11879.42,171.2,23,8,4.3,Completed
J00591,P0258,L040,CCTV Inspection,2025-08-13,3599.35,159.6,37,5,5.0,Completed
J00592,P0156,L041,Emergency Callout,2025-03-13,4134.83,122.9,10,4,4.7,Completed
J00593,P0064,L017,Pipe Lining,2025-07-17,9960.9,112.0,9,7,4.7,Completed
J00594,P0143,L024,Erosion Control,2025-06-30,4885.85,112.8,13,2,3.9,Rework Required
J00595,P0095,L040,Emergency Callout,2026-07-13,3067.14,35.8,23,6,4.2,Completed
J00596,P0099,L014,Erosion Control,2025-02-26,7049.25,166.9,15,4,4.6,Completed
J00597,P0113,L028,Stormwater Inspection,2024-11-27,1691.09,106.4,28,4,4.7,Completed
J00598,P0135,L050,Catch Basin Repair,2025-07-17,4955.72,127.9,29,5,3.6,Cancelled
J00599,P0206,L015,Pond Maintenance,2025-04-08,6851.64,136.0,36,2,3.9,Completed
J00600,P0143,L030,Stormwater Inspection,2024-02-05,1976.57,144.8,21,2,4.1,Rework Required
J00601,P0142,L060,Vactor / Jet Vac,2026-06-30,3619.44,114.4,36,5,4.2,Completed
J00602,P0150,L040,Pond Maintenance,2024-08-07,7646.3,84.1,16,7,4.3,Completed
J00603,P0130,L021,Vactor / Jet Vac,2025-12-07,4427.18,68.4,21,5,4.4,Completed
J00604,P0037,L035,Pipe Lining,2025-04-16,10467.95,170.2,26,5,4.8,Completed
J00605,P0095,L075,Pipe Lining,2026-06-29,5199.14,120.2,25,7,4.3,Completed
J00606,P0185,L012,Catch Basin Repair,2024-11-03,6615.28,158.1,23,5,3.8,Completed
J00607,P0040,L037,Stormwater Inspection,2024-08-10,1458.08,86.9,14,2,3.3,Completed
J00608,P0171,L074,Erosion Control,2024-06-26,7176.17,141.7,26,4,4.6,Completed
J00609,P0232,L026,CCTV Inspection,2024-11-03,2777.46,140.8,10,3,3.5,Completed
J00610,P0093,L044,Stormwater Inspection,2024-02-27,2233.26,160.8,8,1,3.1,Cancelled
J00611,P0041,L049,Erosion Control,2026-04-16,4894.92,150.1,20,6,4.2,Completed
J00612,P0094,L031,CCTV Inspection,2024-08-20,3185.73,151.7,18,1,4.9,Completed
J00613,P0294,L039,Vactor / Jet Vac,2025-10-09,4419.54,157.0,9,4,3.8,Completed
J00614,P0200,L028,Pond Maintenance,2024-11-22,8216.07,153.6,30,11,4.2,Completed
J00615,P0080,L018,Pipe Lining,2025-12-15,8894.21,48.3,1,10,4.9,Completed
J00616,P0203,L047,Vactor / Jet Vac,2025-02-06,4388.92,114.8,15,6,3.3,Rework Required
J00617,P0007,L070,CCTV Inspection,2024-10-23,2827.46,91.6,24,3,4.2,Completed
J00618,P0214,L020,Pipe Lining,2024-03-25,10521.34,93.0,18,5,4.7,Completed
J00619,P0100,L040,Vactor / Jet Vac,2024-09-25,3535.61,56.8,1,6,3.6,Completed
J00620,P0272,L052,Stormwater Inspection,2024-05-13,1686.74,134.4,28,3,3.9,Completed
J00621,P0182,L039,Emergency Callout,2025-05-14,2864.09,29.5,15,3,4.3,Completed
J00622,P0068,L063,Catch Basin Repair,2026-01-23,4631.18,35.0,21,4,5.0,Completed
J00623,P0148,L063,Catch Basin Repair,2026-03-06,7401.1,1.4,1,6,3.4,Completed
J00624,P0284,L060,CCTV Inspection,2025-02-27,1430.02,51.3,23,3,5.0,Completed
J00625,P0177,L019,Erosion Control,2024-12-18,3451.42,33.5,8,11,3.7,Completed
J00626,P0082,L015,Vactor / Jet Vac,2024-06-22,3808.27,171.3,9,8,3.4,Rework Required
J00627,P0105,L053,Emergency Callout,2025-03-27,3720.08,32.2,32,3,4.2,Completed
J00628,P0200,L069,Catch Basin Repair,2025-01-17,3931.19,136.9,40,6,3.8,Completed
J00629,P0011,L071,CCTV Inspection,2024-02-25,2503.09,83.2,20,1,4.0,Completed
J00630,P0144,L070,Pipe Lining,2026-04-19,10313.99,124.6,6,4,4.0,Completed
J00631,P0187,L015,Erosion Control,2024-04-23,4533.15,26.7,30,7,4.9,Completed
J00632,P0222,L043,Emergency Callout,2024-08-02,3012.47,16.1,23,3,4.9,Completed
J00633,P0257,L024,Catch Basin Repair,2025-06-19,4786.76,73.4,10,3,5.0,Completed
J00634,P0029,L067,Emergency Callout,2024-05-24,3047.24,17.0,3,10,4.3,Completed
J00635,P0056,L044,Vactor / Jet Vac,2025-11-10,5438.28,106.4,28,4,4.4,Completed
J00636,P0112,L058,Pond Maintenance,2024-10-17,4878.0,17.8,16,8,3.8,Completed
J00637,P0232,L029,Pond Maintenance,2025-11-01,4743.62,120.5,16,4,3.2,Cancelled
J00638,P0155,L016,CCTV Inspection,2024-10-04,2035.83,146.2,13,5,4.5,Completed
J00639,P0114,L074,Erosion Control,2024-01-20,6023.95,159.8,31,11,4.9,Completed
J00640,P0189,L068,Stormwater Inspection,2025-01-24,1205.37,46.7,24,6,5.0,Completed
J00641,P0122,L032,CCTV Inspection,2025-05-11,3746.62,285.6,36,5,3.6,Completed
J00642,P0029,L026,CCTV Inspection,2025-05-27,2950.38,137.3,15,8,4.7,Rework Required
J00643,P0010,L064,Vactor / Jet Vac,2025-06-26,4664.45,154.6,36,4,5.0,Completed
J00644,P0016,L048,Emergency Callout,2024-06-09,4033.31,154.9,41,2,4.3,Completed
J00645,P0061,L062,Erosion Control,2024-11-05,7055.16,117.1,26,10,3.9,Completed
J00646,P0266,L002,Pond Maintenance,2025-10-02,8817.9,118.4,39,8,3.8,Completed
J00647,P0087,L002,Stormwater Inspection,2026-04-14,1217.19,31.4,38,5,3.5,Rework Required
J00648,P0090,L007,Pond Maintenance,2024-12-15,5970.66,144.2,29,8,4.7,Completed
J00649,P0272,L025,Pipe Lining,2025-01-26,9403.02,136.2,16,5,4.1,Completed
J00650,P0065,L068,Catch Basin Repair,2025-08-09,5878.93,46.4,43,6,4.3,Completed
J00651,P0069,L019,Pond Maintenance,2024-12-03,6469.01,404.8,51,5,4.6,Completed
J00652,P0241,L054,Pipe Lining,2024-05-21,11343.75,107.7,11,9,3.6,Completed
J00653,P0020,L013,Catch Basin Repair,2024-11-12,5520.56,40.9,20,4,4.5,Completed
J00654,P0081,L072,Pipe Lining,2026-02-27,8489.58,126.1,27,9,3.8,Completed
J00655,P0282,L018,Pipe Lining,2025-07-24,9301.46,163.7,26,8,4.6,Completed
J00656,P0122,L072,CCTV Inspection,2026-05-09,3672.02,163.1,23,2,3.5,Completed
J00657,P0244,L075,Vactor / Jet Vac,2026-06-20,3702.38,95.9,40,4,4.0,Rework Required
J00658,P0078,L061,Stormwater Inspection,2026-02-02,850.51,61.6,4,1,4.8,Cancelled
J00659,P0145,L075,Pond Maintenance,2024-07-11,9340.66,138.5,19,5,3.4,Completed
J00660,P0173,L031,Pipe Lining,2025-09-18,10379.21,157.9,14,5,4.2,Completed
J00661,P0058,L025,Catch Basin Repair,2024-08-24,6082.05,99.7,19,1,3.8,Completed
J00662,P0204,L034,Erosion Control,2026-03-09,4482.97,5.3,26,7,3.9,Completed
J00663,P0213,L006,Emergency Callout,2025-01-17,4344.33,141.9,27,4,4.5,Completed
J00664,P0237,L041,Stormwater Inspection,2024-05-20,2174.99,175.0,21,2,4.5,Completed
J00665,P0138,L069,Catch Basin Repair,2026-02-21,2420.02,59.6,18,10,4.1,Rework Required
J00666,P0090,L042,Pond Maintenance,2024-08-15,8689.53,322.8,38,6,4.7,Completed
J00667,P0096,L058,Catch Basin Repair,2024-03-08,4749.26,150.0,53,5,4.4,Completed
J00668,P0172,L024,Emergency Callout,2025-05-16,3278.89,74.2,24,12,3.0,Completed
J00669,P0212,L075,Emergency Callout,2025-03-13,3229.39,113.2,19,5,4.0,Completed
J00670,P0103,L031,Vactor / Jet Vac,2026-04-24,2835.55,126.1,39,6,4.4,Completed
J00671,P0020,L039,Erosion Control,2026-01-30,7057.39,98.4,24,3,4.9,Completed
J00672,P0110,L036,Vactor / Jet Vac,2025-04-07,2914.38,6.6,30,3,4.6,Completed
J00673,P0286,L035,Vactor / Jet Vac,2024-09-08,4540.11,78.6,31,4,3.8,Completed
J00674,P0291,L006,Stormwater Inspection,2024-02-10,1960.71,133.7,40,3,3.8,Completed
J00675,P0172,L047,Vactor / Jet Vac,2025-03-26,4548.07,140.4,27,1,3.4,Completed
J00676,P0012,L073,Pond Maintenance,2024-10-19,4191.18,8.1,29,3,3.8,Completed
J00677,P0075,L003,Stormwater Inspection,2024-02-25,999.96,18.0,20,2,4.9,Completed
J00678,P0191,L074,Pipe Lining,2025-10-23,9791.97,94.0,13,12,3.8,Completed
J00679,P0155,L037,CCTV Inspection,2025-08-22,3097.57,130.6,23,3,4.0,Cancelled
J00680,P0166,L059,Pipe Lining,2024-11-27,10270.86,56.3,5,6,4.7,Completed
J00681,P0054,L009,Pipe Lining,2026-07-07,12530.86,102.6,14,5,3.8,Completed
J00682,P0046,L015,Catch Basin Repair,2024-04-02,4406.86,47.0,23,1,3.3,Completed
J00683,P0086,L032,Pipe Lining,2024-05-06,9262.46,25.4,22,4,4.3,Completed
J00684,P0273,L030,Emergency Callout,2024-03-28,3286.37,116.0,22,3,4.9,Completed
J00685,P0014,L072,Stormwater Inspection,2025-06-07,2051.75,109.7,19,5,4.0,Completed
J00686,P0205,L012,Pipe Lining,2025-01-24,7279.19,72.2,4,10,4.1,Completed
J00687,P0079,L071,Pipe Lining,2025-08-02,9248.52,231.0,29,8,4.4,Completed
J00688,P0080,L045,Pipe Lining,2024-05-28,8383.57,107.7,10,4,4.4,Completed
J00689,P0172,L066,Vactor / Jet Vac,2024-11-12,4794.58,100.1,26,9,3.3,Completed
J00690,P0065,L042,Emergency Callout,2024-07-04,2333.55,91.7,40,5,4.5,Completed
J00691,P0297,L071,Pipe Lining,2024-01-04,8285.2,170.2,43,7,4.6,Completed
J00692,P0206,L066,Pond Maintenance,2025-05-24,6893.38,53.6,32,4,4.6,Completed
J00693,P0198,L006,Vactor / Jet Vac,2025-05-20,4913.64,167.8,22,8,4.5,Completed
J00694,P0288,L020,Emergency Callout,2025-03-28,3713.98,83.1,26,3,3.2,Completed
J00695,P0152,L012,Vactor / Jet Vac,2025-07-14,2796.24,92.6,28,1,4.4,Completed
J00696,P0138,L022,Catch Basin Repair,2024-05-31,4678.87,18.5,15,1,4.2,Completed
J00697,P0020,L034,Erosion Control,2026-05-24,6704.85,81.3,24,8,4.3,Completed
J00698,P0070,L063,Pond Maintenance,2024-03-30,4079.98,125.2,32,4,3.6,Completed
J00699,P0231,L047,Stormwater Inspection,2024-06-14,2425.51,243.0,36,1,3.9,Completed
J00700,P0224,L061,Pipe Lining,2026-02-06,11140.46,375.4,26,7,4.9,Completed
J00701,P0049,L005,Vactor / Jet Vac,2024-11-02,4661.31,167.9,45,4,3.0,Completed
J00702,P0291,L045,Stormwater Inspection,2026-02-15,1486.56,84.6,42,10,3.8,Completed
J00703,P0020,L005,CCTV Inspection,2024-05-17,2857.12,154.0,12,5,4.5,Completed
J00704,P0090,L046,Pond Maintenance,2025-02-27,7065.74,34.7,31,4,5.0,Completed
J00705,P0113,L006,Catch Basin Repair,2024-04-21,4030.23,83.6,32,4,4.7,Completed
J00706,P0249,L050,CCTV Inspection,2025-12-06,3123.45,138.9,38,2,4.6,Completed
J00707,P0276,L040,Pond Maintenance,2026-05-18,5652.0,35.0,33,7,4.4,Completed
J00708,P0112,L031,Erosion Control,2025-09-21,6919.55,252.5,24,7,3.7,Completed
J00709,P0243,L069,Emergency Callout,2024-07-03,3050.65,104.5,7,5,3.9,Completed
J00710,P0027,L017,Catch Basin Repair,2024-07-17,4532.67,89.8,16,3,4.2,Completed
J00711,P0203,L015,Vactor / Jet Vac,2026-03-26,3667.47,164.3,25,3,3.2,Completed
J00712,P0186,L028,Catch Basin Repair,2025-02-28,2901.18,98.6,25,2,3.9,Completed
J00713,P0143,L009,Erosion Control,2026-04-05,7541.59,157.1,24,4,3.7,Completed
J00714,P0142,L030,Vactor / Jet Vac,2025-12-07,4553.48,32.3,20,7,3.9,Completed
J00715,P0199,L021,CCTV Inspection,2025-06-02,2474.76,62.1,24,2,4.5,Completed
J00716,P0247,L035,Vactor / Jet Vac,2024-12-07,3203.64,75.8,24,4,4.6,Completed
J00717,P0247,L071,Vactor / Jet Vac,2024-07-17,3909.55,117.4,28,7,4.5,Completed
J00718,P0260,L075,Erosion Control,2025-05-05,7741.36,311.0,19,1,3.3,Cancelled
J00719,P0128,L003,Vactor / Jet Vac,2025-05-08,3565.5,171.6,31,5,4.9,Completed
J00720,P0168,L042,Emergency Callout,2025-07-03,4306.9,108.1,18,5,4.8,Completed
J00721,P0190,L057,Emergency Callout,2025-02-27,2840.38,147.2,12,5,5.0,Cancelled
J00722,P0223,L075,Vactor / Jet Vac,2024-11-02,4499.94,155.5,27,6,3.8,Completed
J00723,P0116,L049,Erosion Control,2024-01-20,6215.61,100.6,20,7,4.5,Completed
J00724,P0238,L027,Erosion Control,2026-06-28,6426.47,171.7,13,3,4.7,Completed
J00725,P0060,L013,CCTV Inspection,2024-10-14,4170.41,385.0,22,7,3.4,Completed
J00726,P0020,L064,Erosion Control,2025-10-03,8370.93,394.4,31,4,4.2,Completed
J00727,P0264,L039,Pipe Lining,2025-02-02,10147.9,111.9,48,11,3.6,Completed
J00728,P0033,L048,CCTV Inspection,2026-02-08,2063.8,79.2,36,1,4.0,Completed
J00729,P0041,L015,Erosion Control,2024-10-05,6339.9,143.5,8,5,4.7,Completed
J00730,P0049,L037,Emergency Callout,2025-01-15,3495.42,75.8,27,5,3.7,Completed
J00731,P0008,L071,Pond Maintenance,2024-11-05,7903.21,173.7,33,10,3.9,Completed
J00732,P0174,L043,Erosion Control,2026-03-07,2539.24,18.4,26,6,3.6,Completed
J00733,P0294,L045,CCTV Inspection,2024-01-26,2499.15,54.6,1,6,3.5,Completed
J00734,P0054,L010,Pipe Lining,2025-05-10,9533.08,22.7,21,10,4.1,Completed
J00735,P0209,L018,Pond Maintenance,2024-05-26,5734.08,35.6,15,10,3.6,Completed
J00736,P0112,L027,CCTV Inspection,2025-06-12,2154.65,67.2,17,8,3.7,Completed
J00737,P0203,L001,Pipe Lining,2024-02-07,10208.33,155.8,18,9,3.4,Completed
J00738,P0112,L067,CCTV Inspection,2024-02-15,1917.65,14.3,17,9,3.9,Completed
J00739,P0285,L058,CCTV Inspection,2026-06-29,2527.04,93.1,24,6,4.8,Completed
J00740,P0138,L054,Pond Maintenance,2026-02-15,6587.76,152.5,14,9,3.6,Completed
J00741,P0044,L069,Catch Basin Repair,2024-07-16,4232.45,92.5,16,10,4.0,Completed
J00742,P0127,L023,Erosion Control,2025-11-18,5275.57,174.7,19,10,2.3,Completed
J00743,P0224,L006,Pipe Lining,2024-04-27,8511.21,12.8,25,8,4.0,Completed
J00744,P0075,L037,CCTV Inspection,2024-12-24,2505.57,78.8,29,6,5.0,Completed
J00745,P0061,L045,Pond Maintenance,2025-12-22,5724.57,144.5,21,8,3.9,Completed
J00746,P0141,L010,Catch Basin Repair,2024-11-14,3961.62,121.4,25,1,3.9,Completed
J00747,P0178,L033,Erosion Control,2024-02-21,4728.59,103.3,7,3,2.0,Completed
J00748,P0156,L047,Emergency Callout,2024-02-21,3808.38,210.4,10,3,4.7,Completed
J00749,P0203,L001,Vactor / Jet Vac,2025-02-05,3702.55,155.8,19,5,3.5,Completed
J00750,P0222,L019,Emergency Callout,2024-11-15,2605.42,6.5,28,3,4.9,Completed
J00751,P0178,L014,Catch Basin Repair,2025-11-17,4641.51,122.2,1,8,3.2,Completed
J00752,P0124,L046,CCTV Inspection,2026-02-12,3654.5,260.9,46,4,3.6,Completed
J00753,P0253,L061,Pipe Lining,2026-04-01,7914.88,12.2,15,5,3.4,Cancelled
J00754,P0047,L005,Emergency Callout,2024-11-13,4226.21,142.9,20,3,5.0,Completed
J00755,P0065,L055,Emergency Callout,2024-08-17,3324.5,156.0,54,7,5.0,Completed
J00756,P0167,L074,Pond Maintenance,2025-02-05,8163.59,265.8,6,5,4.2,Completed
J00757,P0243,L067,Erosion Control,2026-06-22,6994.32,125.8,7,9,4.0,Completed
J00758,P0065,L005,Emergency Callout,2025-05-01,3977.81,174.0,41,2,5.0,Completed
J00759,P0222,L048,Emergency Callout,2024-06-23,3271.57,141.8,30,3,4.6,Completed
J00760,P0205,L031,Erosion Control,2024-05-10,5742.26,174.4,1,2,4.4,Completed
J00761,P0009,L023,Stormwater Inspection,2026-03-26,1869.34,153.5,33,5,4.4,Completed
J00762,P0230,L026,CCTV Inspection,2025-06-29,2554.16,113.0,34,5,5.0,Completed
J00763,P0146,L059,Stormwater Inspection,2024-09-06,1634.05,112.3,17,4,4.0,Completed
J00764,P0213,L075,Emergency Callout,2024-12-14,4087.45,149.4,7,5,5.0,Completed
J00765,P0128,L014,Stormwater Inspection,2025-03-21,2144.03,154.1,33,3,4.2,Completed
J00766,P0178,L037,Erosion Control,2024-08-29,4342.44,21.8,4,4,3.5,Completed
J00767,P0078,L005,CCTV Inspection,2025-12-29,2405.07,106.7,4,8,4.6,Completed
J00768,P0232,L036,Emergency Callout,2025-09-02,3152.84,141.6,11,5,2.1,Completed
J00769,P0284,L047,CCTV Inspection,2024-06-29,2779.4,76.0,22,3,4.7,Completed
J00770,P0207,L072,Stormwater Inspection,2024-04-21,965.82,12.0,12,1,4.5,Completed
J00771,P0113,L027,Stormwater Inspection,2025-10-22,1582.71,157.3,34,3,4.7,Completed
J00772,P0045,L018,CCTV Inspection,2024-05-22,3319.48,166.2,24,4,3.4,Completed
J00773,P0082,L055,Vactor / Jet Vac,2025-11-07,4343.65,174.6,16,5,3.2,Completed
J00774,P0118,L033,Pond Maintenance,2025-08-14,7334.49,128.0,41,6,4.2,Completed
J00775,P0066,L050,Catch Basin Repair,2024-11-20,3482.64,128.3,23,2,3.3,Completed
J00776,P0123,L052,Pond Maintenance,2025-03-21,4890.0,101.2,20,7,4.6,Completed
J00777,P0130,L065,Erosion Control,2025-08-19,8508.01,332.9,39,4,4.4,Completed
J00778,P0252,L066,Stormwater Inspection,2026-05-22,1696.25,21.3,8,3,5.0,Completed
J00779,P0285,L044,Erosion Control,2024-02-24,7254.75,233.4,32,10,5.0,Completed
J00780,P0219,L057,Erosion Control,2024-10-15,8178.25,163.8,12,8,3.8,Completed
J00781,P0106,L017,Catch Basin Repair,2025-08-27,5095.48,41.6,39,1,4.2,Completed
J00782,P0165,L047,Erosion Control,2025-02-19,4810.44,157.8,5,7,2.9,Completed
J00783,P0273,L068,Catch Basin Repair,2025-05-01,6314.28,140.0,20,5,4.5,Completed
J00784,P0183,L056,Stormwater Inspection,2025-01-03,766.77,20.3,25,5,3.9,Completed
J00785,P0153,L044,Pipe Lining,2026-06-12,10790.09,172.4,21,7,5.0,Completed
J00786,P0253,L052,Pipe Lining,2025-10-25,8920.29,85.7,12,1,4.3,Completed
J00787,P0007,L069,Emergency Callout,2024-05-19,3675.86,67.6,35,2,3.9,Completed
J00788,P0085,L026,Stormwater Inspection,2026-07-04,2005.03,134.5,12,3,3.5,Completed
J00789,P0252,L062,Stormwater Inspection,2025-04-10,1807.46,162.2,20,6,4.8,Completed
J00790,P0186,L022,Emergency Callout,2024-08-19,3781.77,160.1,38,3,3.9,Completed
J00791,P0023,L017,Vactor / Jet Vac,2026-05-17,4071.78,128.5,25,4,3.5,Completed
J00792,P0200,L017,Pond Maintenance,2025-07-13,6355.74,64.8,32,1,5.0,Completed
J00793,P0175,L074,Vactor / Jet Vac,2025-08-04,3236.44,72.8,7,1,4.0,Completed
J00794,P0041,L047,Erosion Control,2025-05-08,4965.89,72.9,12,4,4.8,Rework Required
J00795,P0034,L008,CCTV Inspection,2026-01-18,1546.9,70.8,19,4,4.5,Completed
J00796,P0124,L056,Pond Maintenance,2024-03-21,6174.41,166.2,33,1,3.5,Completed
J00797,P0176,L012,CCTV Inspection,2025-10-07,2426.6,147.1,15,2,3.5,Completed
J00798,P0276,L008,CCTV Inspection,2025-07-06,1858.72,65.1,45,5,4.4,Completed
J00799,P0079,L020,Pond Maintenance,2026-07-14,7778.51,73.3,20,3,4.4,Completed
J00800,P0210,L037,Vactor / Jet Vac,2025-06-08,4034.62,116.8,34,6,3.5,Cancelled
J00801,P0152,L073,Erosion Control,2026-03-28,4230.57,149.5,28,5,5.0,Completed
J00802,P0004,L052,Pipe Lining,2025-09-03,7890.2,84.9,20,10,4.1,Completed
J00803,P0232,L048,Pond Maintenance,2025-04-29,7751.56,121.8,5,5,2.5,Completed
J00804,P0088,L020,Vactor / Jet Vac,2024-10-25,3835.84,82.1,31,6,3.6,Completed
J00805,P0193,L029,Vactor / Jet Vac,2024-03-25,4158.23,127.3,18,4,5.0,Completed
J00806,P0176,L041,CCTV Inspection,2024-10-11,2439.03,159.1,18,5,3.7,Completed
J00807,P0104,L021,Pond Maintenance,2024-09-20,6947.76,10.2,31,5,4.9,Completed
J00808,P0293,L072,CCTV Inspection,2025-08-28,3064.08,165.2,39,1,4.2,Completed
J00809,P0212,L069,Emergency Callout,2024-06-28,2868.04,53.6,22,4,4.5,Completed
J00810,P0065,L050,Catch Basin Repair,2026-03-29,5643.86,50.6,43,9,4.4,Completed
J00811,P0255,L070,Vactor / Jet Vac,2024-03-27,3192.54,82.8,19,1,4.0,Rework Required
J00812,P0118,L073,Pipe Lining,2026-02-09,11969.54,160.3,38,7,4.5,Rework Required
J00813,P0078,L055,Stormwater Inspection,2025-03-26,1942.45,139.7,11,3,3.6,Completed
J00814,P0196,L072,Pipe Lining,2026-01-21,10927.56,15.4,24,7,4.3,Completed
J00815,P0049,L037,Vactor / Jet Vac,2026-02-12,3663.77,75.8,50,2,3.3,Completed
J00816,P0082,L055,Vactor / Jet Vac,2025-02-12,3656.3,174.6,7,6,3.4,Completed
J00817,P0232,L025,Emergency Callout,2026-02-09,3353.26,97.7,15,5,2.5,Cancelled
J00818,P0154,L057,Catch Basin Repair,2025-12-23,5569.49,86.4,43,8,3.5,Completed
J00819,P0266,L068,Pond Maintenance,2026-06-10,8052.19,63.7,31,3,3.6,Completed
J00820,P0219,L065,Pond Maintenance,2025-04-04,7908.62,55.8,21,7,4.8,Completed
J00821,P0008,L022,Erosion Control,2025-11-30,7896.41,297.6,43,3,4.4,Rework Required
J00822,P0052,L009,CCTV Inspection,2025-10-14,3730.19,370.3,16,3,4.2,Completed
J00823,P0114,L071,Stormwater Inspection,2025-10-29,1982.07,163.0,32,1,4.5,Completed
J00824,P0069,L063,Erosion Control,2026-04-01,7478.2,16.7,36,4,4.3,Completed
J00825,P0199,L041,Stormwater Inspection,2025-11-22,1920.89,113.5,30,5,4.8,Completed
J00826,P0082,L031,Catch Basin Repair,2025-11-24,3702.08,169.4,18,3,3.3,Completed
J00827,P0196,L036,Pipe Lining,2024-01-11,5440.75,130.6,35,12,3.6,Completed
J00828,P0107,L067,CCTV Inspection,2024-04-10,2170.3,17.5,6,2,4.2,Completed
J00829,P0025,L032,Emergency Callout,2026-01-12,3841.76,152.4,36,3,4.6,Completed
J00830,P0083,L043,Catch Basin Repair,2025-09-26,5643.36,161.4,19,2,4.4,Completed
J00831,P0147,L009,Catch Basin Repair,2025-10-15,4107.35,348.3,35,2,4.4,Completed
J00832,P0117,L006,CCTV Inspection,2025-09-11,3099.77,153.9,30,3,3.8,Completed
J00833,P0282,L072,Pipe Lining,2025-12-13,9862.22,142.3,37,5,4.4,Completed
J00834,P0206,L012,Pond Maintenance,2024-03-18,7623.23,137.2,26,11,3.7,Completed
J00835,P0215,L026,Pond Maintenance,2025-12-09,8082.93,124.7,16,7,3.3,Cancelled
J00836,P0117,L063,Erosion Control,2026-03-10,5605.43,168.6,24,5,3.5,Completed
J00837,P0198,L070,Vactor / Jet Vac,2024-12-06,4577.12,118.2,21,7,4.0,Rework Required
J00838,P0157,L028,Pond Maintenance,2024-09-28,6687.56,141.4,25,4,4.5,Completed
J00839,P0138,L025,CCTV Inspection,2024-07-24,1679.02,72.7,13,5,4.1,Completed
J00840,P0241,L015,Pipe Lining,2024-04-21,9841.46,110.9,6,8,3.9,Completed
J00841,P0272,L033,Stormwater Inspection,2025-10-20,1444.96,20.7,22,1,3.5,Completed
J00842,P0173,L018,Emergency Callout,2024-04-15,2550.61,22.0,14,4,3.9,Completed
J00843,P0141,L022,CCTV Inspection,2024-09-13,2941.0,101.1,27,6,3.9,Completed
J00844,P0128,L003,Vactor / Jet Vac,2024-06-01,2553.96,171.6,29,2,4.4,Completed
J00845,P0255,L075,Vactor / Jet Vac,2025-11-11,3270.51,199.8,20,4,4.7,Completed
J00846,P0221,L014,Pipe Lining,2026-07-15,9186.88,112.2,18,9,4.8,Completed
J00847,P0130,L021,Vactor / Jet Vac,2026-02-28,3135.57,68.4,23,1,4.5,Completed
J00848,P0074,L044,Stormwater Inspection,2026-01-15,1501.39,103.4,23,1,4.3,Completed
J00849,P0159,L016,CCTV Inspection,2024-01-04,3218.68,125.0,8,1,3.7,Completed
J00850,P0243,L017,Emergency Callout,2025-07-02,3349.84,6.3,6,2,3.9,Cancelled
J00851,P0147,L046,Erosion Control,2024-11-06,4576.35,30.3,26,6,4.5,Completed
J00852,P0119,L018,CCTV Inspection,2026-05-23,2721.17,153.6,11,4,3.4,Rework Required
J00853,P0150,L071,CCTV Inspection,2026-02-17,3121.0,143.4,16,4,3.6,Completed
J00854,P0170,L015,Catch Basin Repair,2024-02-10,4993.95,66.2,26,5,3.8,Rework Required
J00855,P0295,L009,Catch Basin Repair,2025-02-03,5412.82,12.2,4,7,3.0,Completed
J00856,P0243,L029,Erosion Control,2026-06-25,5673.6,113.0,2,5,4.6,Completed
J00857,P0068,L014,Catch Basin Repair,2024-07-16,5309.99,149.3,39,5,4.8,Completed
J00858,P0117,L012,Catch Basin Repair,2024-03-05,3938.89,47.0,33,3,3.4,Completed
J00859,P0215,L069,Pond Maintenance,2026-05-04,8635.24,112.0,14,5,3.7,Completed
J00860,P0235,L055,Vactor / Jet Vac,2024-02-27,5695.28,152.3,19,3,3.3,Completed
J00861,P0005,L049,Vactor / Jet Vac,2024-08-04,4012.23,116.2,21,6,3.6,Completed
J00862,P0007,L028,Emergency Callout,2026-06-10,4608.71,76.5,32,4,4.2,Completed
J00863,P0139,L067,Pipe Lining,2024-08-26,12323.87,117.2,9,4,2.9,Cancelled
